matchNum,allianceStationID,team,teamMatchNum,preNoShow,preStartPosID,autoFuelTotal,autoNZtotal,autoLinePen,autoClimbTypeID,autoClimbLocID,teleFuelTotal,teleNZtotal,nzShuttle,oppShuttle,oppPickup,climbTypeID,climbLocID,climbTime,postSubBroke,postBreakDown,postBeach,postDef,postWasDef,BATechFoul,BAFoul,RP1,RP2,RP3,nzPlow,alliancePickup
52,6,230,9,0.0,5.0,12,2,0,,,56,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1,6
53,1,178,9,0.0,3.0,0,1,0,,,3,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
53,2,1991,9,0.0,1.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0
53,3,571,9,0.0,5.0,30,4,0,,,163,6,2,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
53,4,176,9,0.0,1.0,45,5,0,,,120,4,3,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,0
53,5,1027,9,0.0,3.0,0,1,0,,,4,1,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
53,6,195,9,0.0,5.0,0,2,0,,,178,5,1,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,4
54,1,8709,9,0.0,3.0,0,1,0,,,22,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
54,2,177,9,0.0,5.0,0,3,0,,,41,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,5
54,3,4034,9,0.0,1.0,0,1,0,,,3,0,0,0,0,4.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2,0
54,4,839,9,0.0,5.0,9,0,0,,,43,2,3,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4
54,5,10945,9,0.0,3.0,6,1,0,,,7,2,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2
54,6,237,9,0.0,1.0,17,2,0,,,77,6,2,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,4
55,1,9710,9,0.0,2.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0
55,2,10910,9,1.0,,0,0,0,,,0,0,0,0,0,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0,0
55,3,7694,9,0.0,3.0,6,1,0,,,29,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1
55,4,7153,9,0.0,3.0,6,1,0,,,8,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0
55,5,236,9,0.0,1.0,10,2,0,1.0,4.0,30,3,0,0,0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3,4
55,6,5142,9,0.0,4.0,0,1,0,,,14,3,2,0,0,5.0,,,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0,0
56,1,9101,9,0.0,2.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
56,2,173,9,1.0,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0,0
56,3,2370,9,0.0,5.0,38,3,0,,,113,5,2,0,1,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,5
56,4,3654,9,0.0,3.0,1,1,0,,,24,0,0,0,0,5.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5,2
56,5,4176,9,0.0,1.0,3,2,0,,,2,1,0,0,0,5.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0
56,6,2067,9,0.0,4.0,19,4,0,,,127,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,5
57,1,8567,9,0.0,5.0,0,1,0,,,0,2,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0
57,2,1100,9,0.0,1.0,7,0,0,,,70,4,1,2,0,5.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2,4
57,3,6346,9,0.0,4.0,0,3,0,,,8,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0
57,4,1740,9,0.0,3.0,8,1,0,,,31,5,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0
57,5,3146,9,0.0,4.0,0,1,0,,,40,8,3,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1,0
57,6,181,9,0.0,1.0,0,1,0,,,30,4,0,0,1,4.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0,0
58,1,6895,10,0.0,2.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
58,2,237,10,0.0,5.0,10,3,0,,,5,1,0,0,0,5.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
58,3,2170,10,0.0,1.0,6,1,0,,,4,0,0,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0
58,4,230,10,0.0,1.0,15,2,0,4.0,,70,2,2,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,6
58,5,571,10,0.0,5.0,16,3,0,,,77,5,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4
58,6,155,10,0.0,4.0,8,1,0,,,40,6,2,0,0,5.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,8
59,1,10945,10,0.0,3.0,4,1,0,,,10,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
59,2,10910,10,0.0,5.0,0,1,0,,,0,1,0,0,0,5.0,,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
59,3,5142,10,0.0,2.0,3,1,0,,,12,2,2,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
59,4,10592,10,0.0,3.0,4,1,0,,,28,3,0,0,0,5.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,4
59,5,178,10,0.0,5.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
59,6,1027,10,0.0,4.0,0,1,0,,,1,1,0,0,0,5.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
60,1,839,10,0.0,3.0,0,1,0,,,0,2,0,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0
60,2,176,10,0.0,1.0,35,5,0,,,105,6,1,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3,3
60,3,2370,10,0.0,5.0,39,3,0,,,113,3,1,1,2,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,7
60,4,9710,10,0.0,2.0,0,1,0,,,0,0,0,0,0,5.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4,0
60,5,429,10,0.0,3.0,4,1,0,1.0,4.0,27,3,0,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1
60,6,236,10,0.0,5.0,17,3,0,,,55,6,0,0,0,5.0,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,9
61,1,3461,10,0.0,1.0,0,1,0,,,7,2,1,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1
61,2,2067,10,0.0,2.0,0,3,0,,,155,4,0,0,0,5.0,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1
61,3,181,10,0.0,4.0,0,1,0,,,2,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0
61,4,1740,10,0.0,3.0,7,1,0,,,41,5,0,0,0,5.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1
61,5,177,10,0.0,5.0,17,2,0,,,47,2,0,0,1,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,2
61,6,8567,10,0.0,1.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
62,1,7127,10,0.0,3.0,5,1,0,,,85,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,3
62,2,7153,10,0.0,4.0,0,1,0,,,0,0,0,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
62,3,6346,10,0.0,2.0,12,3,0,,,36,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
62,4,8709,10,0.0,3.0,8,1,0,,,61,2,1,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4
62,5,3654,10,0.0,2.0,8,1,0,,,39,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
62,6,9101,10,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
63,1,195,10,0.0,1.0,70,4,0,,,0,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0,0
63,2,4034,10,0.0,3.0,2,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3,0
63,3,1100,10,0.0,5.0,8,1,0,,,50,3,1,1,0,5.0,,,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0,2
63,4,4176,10,0.0,1.0,0,3,0,,,0,1,0,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
63,5,7694,10,0.0,3.0,8,1,0,,,1,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
63,6,173,10,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
64,1,429,11,0.0,3.0,10,1,0,,,42,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4
64,2,1991,10,0.0,5.0,1,1,0,,,0,0,0,0,0,5.0,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
64,3,1027,11,0.0,2.0,0,1,0,,,0,1,0,0,0,5.0,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
64,4,3146,10,0.0,3.0,10,1,0,,,60,5,2,0,1,5.0,,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,3
64,5,236,11,0.0,1.0,14,3,0,4.0,,28,2,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,0
64,6,10945,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,0
65,1,6895,11,0.0,2.0,0,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0
65,2,10592,11,0.0,3.0,2,1,0,,,6,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0
65,3,176,11,0.0,5.0,53,4,0,,,172,3,2,0,0,5.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,4
65,4,177,11,0.0,5.0,8,2,0,,,60,5,0,0,2,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,3
65,5,181,11,0.0,3.0,8,1,0,,,0,0,0,0,0,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
65,6,155,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0,0
66,1,3654,11,0.0,3.0,5,1,0,,,73,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2
66,2,6346,11,0.0,2.0,5,3,0,,,33,0,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
66,3,237,11,0.0,5.0,11,2,0,,,79,4,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,3
66,4,2067,11,0.0,2.0,26,3,0,,,140,3,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3
66,5,5142,11,0.0,4.0,0,1,0,,,9,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0
66,6,8709,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
67,1,1100,11,0.0,1.0,8,1,0,,,62,2,1,0,0,5.0,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,6
67,2,1740,11,0.0,3.0,6,1,0,,,13,0,8,0,0,5.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
67,3,839,11,0.0,5.0,0,1,0,,,0,1,1,0,0,5.0,,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0
67,4,4176,11,0.0,1.0,0,3,0,,,7,2,0,0,1,5.0,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1
67,5,178,11,0.0,5.0,55,3,0,,,74,1,0,0,0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,2
67,6,7127,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
68,1,173,11,1.0,3.0,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
68,2,3461,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
68,3,8567,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
68,4,4034,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
68,5,1991,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
68,6,230,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
69,1,2370,11,1.0,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
69,2,3146,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
69,3,2170,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
69,4,10910,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
69,5,195,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
69,6,9101,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
70,1,7694,11,1.0,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
70,2,571,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
70,3,177,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0,0
70,4,9710,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
70,5,7153,11,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
70,6,10592,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0
71,1,2067,12,1.0,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0,0
71,2,236,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0,0
71,3,155,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0,0
71,4,8709,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0,0
71,5,1100,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0,0
71,6,10945,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,0.0,0.0,1.0,0.0,0.0,0,0
72,1,4034,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,0
72,2,1740,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,0
72,3,429,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,0
72,4,181,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,0
72,5,176,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,0
72,6,3654,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0,0
73,1,195,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
73,2,2370,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
73,3,3461,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
73,4,6346,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
73,5,9101,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
73,6,1027,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
74,1,5142,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
74,2,7694,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
74,3,230,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
74,4,10910,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
74,5,173,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
74,6,2170,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
75,1,3146,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
75,2,178,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
75,3,9710,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
75,4,8567,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
75,5,7127,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
75,6,571,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
76,1,237,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
76,2,7153,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
76,3,4176,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
76,4,1991,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
76,5,839,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
76,6,6895,12,,,0,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,0,0
